"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[Factum. Chazerat. 1809]";"Dard |Garron |Lacalprade |Bellart";"successions |testaments |legs universels |ordre de successions |coutume d'Auvergne |code napoléonien |conflit de lois |Chazerat (Madame de) |";"Consultation [Chazerat]";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"1809|1801-1809|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|64 p.";"BCU_Factums_M0512";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0513 |BCU_Factums_M0514 |BCU_Factums_M0515 |BCU_Factums_M0516 |BCU_Factums_M0517 |BCU_Factums_M0518 |BCU_Factums_M0520||||||";"Entraigues (63149) |Joze (63180) |Maringues (63210) |Ménétrol (63224) |Riom (63300) |Saint-Agoulin (63311)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0512.pdf"
"[Factum. Farradèche de Gromont et Sablon-Ducorail. 1808]";"Boirot |Bergier |Dartis-Marcillat |Favard |Maugue | Jeudy-Dumonteix |Pagès |Allemand";"successions |testaments |legs universels |ordre de successions |coutume d'Auvergne |code napoléonien |conflit de lois |Chazerat (Madame de) |";"Mémoire à consulter, et consultation pour les légataires universels de Madame de Chazerat, contre le Sieur Mirlavaud.";"De l'imprimerie de Landriot (Riom)";;"1808|1801-1808|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|21 p.";"BCU_Factums_M0513";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0512 |BCU_Factums_M0514 |BCU_Factums_M0515 |BCU_Factums_M0516 |BCU_Factums_M0517 |BCU_Factums_M0518 |BCU_Factums_M0520||||||";"Entraigues (63149) |Joze (63180) |Maringues (63210) |Ménétrol (63224) |Riom (63300) |Saint-Agoulin (63311)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0513.pdf"
"[Testament. Rollet-Chazerat. An 9?]";0;"successions |testaments |legs universels |ordre de successions |coutume d'Auvergne |code napoléonien |conflit de lois |Chazerat (Madame de) |";"Ceci est mon testament olographe. Signé Rollet-Chazerat. |Arbre généalogique. |Annotations manuscrites.";"s.n.";;"Circa An 9|Circa An 9|1799-1804 : Consulat |";"text|testament";"application/pdf|7 p.";"BCU_Factums_M0514";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0512 |BCU_Factums_M0513 |BCU_Factums_M0515 |BCU_Factums_M0516 |BCU_Factums_M0517 |BCU_Factums_M0518 |BCU_Factums_M0520||||||";"Entraigues (63149) |Joze (63180) |Maringues (63210) |Ménétrol (63224) |Riom (63300) |Saint-Agoulin (63311)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0514.pdf"
"[Factum.  Chazerat. 1808]";"Berthier |Bal |Brun |Cayetan-Ambel | Ferrero |Bertolotte |Rollan |Giacomette";"successions |testaments |legs universels |ordre de successions |coutume d'Auvergne |code napoléonien |conflit de lois |paterna paternis |materna maternis |doctrine |";"Consultation [Chazerat]";"de l'imprimerie de Landriot (Clermont-Ferrand)";;"1808|1801-1808|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|15 p.";"BCU_Factums_M0515";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0512 |BCU_Factums_M0513 |BCU_Factums_M0514 |BCU_Factums_M0516 |BCU_Factums_M0517 |BCU_Factums_M0518 |BCU_Factums_M0520||||||";"Entraigues (63149) |Joze (63180) |Maringues (63210) |Ménétrol (63224) |Riom (63300) |Saint-Agoulin (63311)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0515.pdf"
"[Factum. Mirlavaud. 1808]";"Delamalle |Porcher |Poirier |Jaubert |Delacroix-Frainville |Chabot |Chabroud";"successions |testaments |legs universels |ordre de successions |coutume d'Auvergne |code napoléonien |conflit de lois |paterna paternis |materna maternis |doctrine |";"Consultation [Mirlavaud]";"de l'imprimerie de Landriot (Clermont-Ferrand)";;"1808|1801-1808|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|18 p.";"BCU_Factums_M0516";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0512 |BCU_Factums_M0513 |BCU_Factums_M0514 |BCU_Factums_M0515 |BCU_Factums_M0517 |BCU_Factums_M0518 |BCU_Factums_M0520||||||";"Entraigues (63149) |Joze (63180) |Maringues (63210) |Ménétrol (63224) |Riom (63300) |Saint-Agoulin (63311)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0516.pdf"
"[Factum. Mirlavaud. 1808]";"Boirot";"successions |testaments |legs universels |ordre de successions |coutume d'Auvergne |code napoléonien |conflit de lois |paterna paternis |materna maternis |doctrine |";"Un dernier mot. Pour les légataires universels de Madame de Chazerat";"de l'imprimerie de Landriot (Clermont-Ferrand)";;"1808|1801-1808|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|6 p.";"BCU_Factums_M0517";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0512 |BCU_Factums_M0513 |BCU_Factums_M0514 |BCU_Factums_M0515 |BCU_Factums_M0516 |BCU_Factums_M0518 |BCU_Factums_M0520||||||";"Entraigues (63149) |Joze (63180) |Maringues (63210) |Ménétrol (63224) |Riom (63300) |Saint-Agoulin (63311)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0517.pdf"
"[Factum.  Chazerat. 1808]";"Bergier";"successions |testaments |legs universels |ordre de successions |coutume d'Auvergne |code napoléonien |conflit de lois |paterna paternis |materna maternis |doctrine |";"Réfutation des motifs du jugement rendu au tribunal de première instance séant à Riom, le 22 juin 1808, qui a déclaré les principales dispositions testamentaires de Madame De Chazerat, subversives de l’ordre public et de l’ordre social, nulles et comme non écrites, par cela seul que la testatrice, en rendant à trois branches de ses parens collatéraux les biens q u 'elle en avait reçus, prescrit le partage entre eux par souche, dans l ’ordre de la représentation à l’infini, telle qu’elle avait lieu dans la ci-devant Coutume d’Auvergne.";"de l'imprimerie de Landriot (Clermont-Ferrand)";;"1808|1801-1808|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|36 p.";"BCU_Factums_M0518";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0512 |BCU_Factums_M0513 |BCU_Factums_M0514 |BCU_Factums_M0515 |BCU_Factums_M0516 |BCU_Factums_M0517 |BCU_Factums_M0632||||||";"Entraigues (63149) |Joze (63180) |Maringues (63210) |Ménétrol (63224) |Riom (63300) |Saint-Agoulin (63311)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0518.pdf"
"[Factum. Farradèche de Gromont et Sablon-Ducorail. 1808]";"Boirot |Bergier |Dartis-Marcillat |Favard |Maugue | Jeudy-Dumonteix |Pagès |Allemand";"successions |testaments |legs universels |ordre de successions |coutume d'Auvergne |code napoléonien |conflit de lois |paterna paternis |materna maternis |doctrine |";"Mémoire à consulter et consultation, pour les légataires universels de Madame de Chazerat, contre le sieur Mirlavaud.";"de l'imprimerie de Landriot (Clermont-Ferrand)";;"1808|1801-1808|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|21 p.";"BCU_Factums_M0519";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0512 |BCU_Factums_M0513 |BCU_Factums_M0514 |BCU_Factums_M0515 |BCU_Factums_M0516 |BCU_Factums_M0517 |BCU_Factums_M0518 |BCU_Factums_M0520||||||";"Entraigues (63149) |Joze (63180) |Maringues (63210) |Ménétrol (63224) |Riom (63300) |Saint-Agoulin (63311)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0519.pdf"
"[Lettre ouverte. Mazuel. 1809?]";"Mazuel";"droit de réponse |presse |successions |diffamation |testaments |";"Réponse à la lettre adressée par M. Boirot, ancien jurisonsulte de Clermont, Membre du corps-législatif, et l'un des défenseurs des légataires de Madame de Chazerat ; Au Rédacteur du Journal de l'Empire, et inséré dans le Journal du département du Puy-de-Dôme, du 24 janvier, n°4. Annotations manuscrites.";"de l'imprimerie de Michaud frères (Paris)";;"Circa 1809|1801-Circa 1809|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|Lettre ouverte";"application/pdf|8 p.";"BCU_Factums_M0520";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0512 |BCU_Factums_M0513 |BCU_Factums_M0514 |BCU_Factums_M0515 |BCU_Factums_M0516 |BCU_Factums_M0517 |BCU_Factums_M0518 |BCU_Factums_M0519||||||";"Entraigues (63149) |Joze (63180) |Maringues (63210) |Ménétrol (63224) |Riom (63300) |Saint-Agoulin (63311)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0520.pdf"
"[Factum. Chopin, Antoine. An 10?]";"Pagès |Gourbeyre";"créances |locaterie |";"Observations sommaires pour le sieur Antoine Chopin, docteur en médecine, appelant ; contre le sieur Jacques Labrue-Saint-Beauzille, intimé.";"De l'imprimerie de Thibaud-Landriot (Riom)";;"circa An 10|1800-Circa An 10|1799-1804 : Consulat |";"text|factum";"application/pdf|12 p.";"BCU_Factums_M0521";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0522||||||";"Paray-sous-Briailles (03204) |Jaligny-sur-Besbre (03132) |Champfollet (terre de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0521.pdf"
"[Factum. Chopin, Antoine. 1808]";"Pagès |Gourbeyre";"créances |locaterie |ventes |fraudes |";"Mémoire en réponse, pour Sieur Antoine Chopin, docteur en médecine, appelant d'un jugement rendu au tribunal de Gannat, le 23 août 1806 ; contre sieur Jacques Labrue de Saint-Beauzire, intimé.";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1808|1800-1808|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|36 p.";"BCU_Factums_M0522";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0521||||||";"Paray-sous-Briailles (03204) |Jaligny-sur-Besbre (03132) |Champfollet (terre de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0522.pdf"
"[Factum. Croze, Jean-Joseph. 1806]";"Croze |Pagès |Vernière";"actes frauduleux |fraudes |Polignac (famille de) |domaines agricoles |ventes |";"Mémoire en réponse, pour maître Jean-Joseph Croze, ancien avocat, ex-législateur, sous-préfet de l'arrondissement de Brioude, appelant et intimé ; contre le sieur Gaspard-Roch Momet, homme de loi, habitant de la ville de paris, intimé ; et encore contre le sieur Ignace Montboissier-Beaufort-Canillac, habitant de Paris, appelant. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"1806|1791-1806|1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|41 p.";"BCU_Factums_M0523";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Brioude (43040) |Paris (75056) |Paulhaguet (43148)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0523.pdf"
"[Factum. Couguet-Florat, Marguerite. 1806]";"Bergier |Beille-Bergier |Andraud |Gaschon |Borye";"divorces |remariage hâtif |nullité |";"Consultations sur mémoire imprimé, pour Marguerite Couguet-Florat, veuve du sieur de Reyrolles, intimée ; contre Catherine Maigne, appelante de jugement du tribunal de première instance séant au Puy, rendu le 24 floréal an 13.";"De l'imprimerie de Landriot (Riom)";;"1806|1774-1806|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|14 p.";"BCU_Factums_M0524";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0706 |BCU_Factums_M0708 |BCU_Factums_M0309 |BCU_Factums_M0615||||||";"Brioude (43040) |Le Puy-en-Velay (43157) |Limoges (87085)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0524.pdf"
"[Factum. Chabrol. 1806]";"Bergier |Boirot";"jouissance des eaux |aqueducs |destruction de canalisations souterraines |";"Mémoire et consultation, pour M. Chabrol, ancien colonel ; en réponse à l'imprimé de M. Neiron-Desaulnats, ancien magistrat, intitulé Précis, et à sa consultation signée Meimac.";"De l'imprimerie de Landriot (Riom)";;"1806|1683-1806|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|28  p.";"BCU_Factums_M0525";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0529 |BCU_Factums_M0530 |BCU_Factums_M0540 |BCU_Factums_M0713||||||";"Malauzat (63203)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0525.pdf"
"[Factum. Charles, Gilberte. 1806]";"Bergier |Beille-Bergier |Andraud";"créances |assignats |";"Consultation pour Gilberte Charles, Veuve Audifred, habitant à Clermont, appelante du jugement du 7 fructidor an 7 ; contre Magdelaine Charles, et François Michelon, son mari, propriétaires, habitans de la même ville, intimés. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"1806|1795-1806|1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|8 p.";"BCU_Factums_M0526";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0526.pdf"
"[Factum. Ducourthial, Gilberte. 1806]";"Pagès |Mandet";"créances |cautions |compétence de juridiction |tribunal de commerce |cylindre à indiennes |teinturier |serrurier machiniste |moulins |fabriques |textile |";"Mémoire en réponse, pour dame Gilberte Ducourtial, veuve de Joseph Maignol, tutrice de leurs enfans mineurs ; dame Marie-Gilberte Maignol, veuve de Michel de Pannevert ; dame Marie Maignol, et sieur Antoine Bouyon, son mari ; dame Marie-Gilberte Maignol, et le sieur Pierre Legay, son époux, et sieur Antoine Maignol, tous intimés ; contre sieur Guillaume Maignol, autre Guillaume Maignol, son fils, appelans d'un jugement rendu au tribunal d'arrondissement de Riom, le 18 floréal an 13 ; et encore en présence d'Antoine Guillaume, maréchal, habitant de la commune de Pontaumur, aussi intimé.";"De l'imprimerie de Landriot (Riom)";;"1806|1755-1806|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|26 p.";"BCU_Factums_M0527";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0127 |BCU_Factums_M0710 |BCU_Factums_G1606||||||";"Pontaumur (63283) |Landogne (63186)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0527.pdf"
"[Factum. Greils de Missiliac, Joseph de. 1808]";"Pagès |Garron";"émigrés |séquestre |renonciation à succession |successions |";"Mémoire pour Sieur Joseph de Greils de Missiliac, appelant d'un jugement rendu par défaut, au tribunal civil de Saint-Flour, le 22 ventôse an 7 ; contre la dame Marie de Greils, sa tante, intimée.";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1808|1694-1808|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|30 p.";"BCU_Factums_M0528";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Murat (15138) |Bousquet (domaine du) |Roupon (domaine du) |Montagne de Trilissons (domaine de la)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0528.pdf"
"[Factum. Debas, Jean. 1807]";"Vissac |Rouher";"servitude d'eau |jouissance des eaux |moulins |";"Mémoire pour Jean Debas, meunier, habitant du lieu de Saint-Genest ; contre le sieur Neiron-Desaulnats, propriétaire, habitant de la ville de Riom.";"De l'imprimerie de Landriot (Riom)";;"1807|Circa An 11-1807|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|26 p.";"BCU_Factums_M0529";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0525 |BCU_Factums_M0530 |BCU_Factums_M0540||||||";"Malauzat (63203)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0529.pdf"
"[Factum. Debas, Jean. 1807?]";"Vissac |Rouher";"diffamation |";"Requête à messieurs du Tribunal de première instance séant à Riom ; pour Jean Debas, jean et Hyppolite Julien, Jean Valeix, Michel Domas, Vincent Lonchambon, Pierre et Amable Soulfour, demandeurs et défendeurs ; contre Joseph Neiron-Desaulnats.";"De l'imprimerie de Thibaud-Landriot (Riom)";;"Circa 1807|Circa An 11-1807|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|8 p.";"BCU_Factums_M0530";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0529 |BCU_Factums_M0525 |BCU_Factums_M0540||||||";"Malauzat (63203)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0530.pdf"
"[Factum. Delsol, Jean-François. 1806?]";"Bastid |Rampon |Bonnefons";"successions |nullité du testament |fideicommis |avancement d'hoirie |contrats de mariage |substitution |droit de retour |";"Mémoire pour Sieurs Jean-François Delsol aîné, habitant de la ville d'Aurillac, et Gabriel-Bartélémy Delsol-Volpilhac, habitant de la ville de Paris. Contre Dame Jeanne-Marie Delsol, veuve Vigier-Dorcet. En présence du sieur Desprats, habitant de la ville d'Aurillac.";"de l'imprimerie de Caldagués et Pellisson (Aurillac)";;"Circa 1806|1760-Circa 1806|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|35 p.";"BCU_Factums_M0531";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0629||||||";"Aurillac (15014) |Paris (75056) |Claud (seigneurie du)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0531.pdf"
